period,series,value
2018,ITA-hommes,63.3
2000,USA-femmes,63.7
2001,USA-femmes,63.5
2002,USA-femmes,63.1
2003,USA-femmes,63.4
2004,USA-femmes,63.3
2005,USA-femmes,63.2
2006,USA-femmes,63.8
2007,USA-femmes,64
2008,USA-femmes,64.2
2009,USA-femmes,64.8
2010,USA-femmes,65.3
2011,USA-femmes,64.8
2012,USA-femmes,65.1
2013,USA-femmes,64.9
2014,USA-femmes,64.7
2015,USA-femmes,64.8
2016,USA-femmes,65.4
2017,USA-femmes,65.9
2018,USA-femmes,66.5
2000,USA-hommes,64.8
2001,USA-hommes,64.7
2002,USA-hommes,65.1
2003,USA-hommes,64.2
2004,USA-hommes,64.3
2005,USA-hommes,64.6
2006,USA-hommes,64.8
2007,USA-hommes,64.6
2008,USA-hommes,65.4
2009,USA-hommes,65.6
2010,USA-hommes,65.6
2011,USA-hommes,65.3
2012,USA-hommes,65
2013,USA-hommes,65.3
2014,USA-hommes,65.9
2015,USA-hommes,66.1
2016,USA-hommes,66.8
2017,USA-hommes,67.6
2018,USA-hommes,67.9
