period,series,value
2007,FRA-recettes,50.6
2008,FRA-recettes,50.8
2009,FRA-recettes,50.6
2010,FRA-recettes,50.6
2011,FRA-recettes,51.7
2012,FRA-recettes,52.7
2013,FRA-recettes,53.7
2014,FRA-recettes,53.8
2015,FRA-recettes,53.7
2016,FRA-recettes,53.6
2017,FRA-recettes,54.3
2018,FRA-recettes,54
2019,FRA-recettes,53
2020,FRA-recettes,52.8
2021,FRA-recettes,52.9
2022,FRA-recettes,53.7
2023,FRA-recettes,51.4
2024,FRA-recettes,51.2
2025,FRA-recettes,52.1
2000,ITA-depenses,46.4
2001,ITA-depenses,47.1
2002,ITA-depenses,46.5
2003,ITA-depenses,47
2004,ITA-depenses,46.7
2005,ITA-depenses,47.1
2006,ITA-depenses,47.6
2007,ITA-depenses,46.6
2008,ITA-depenses,47.8
2009,ITA-depenses,51.1
2010,ITA-depenses,49.8
2011,ITA-depenses,49
2012,ITA-depenses,50.5
2013,ITA-depenses,50.9
2014,ITA-depenses,50.7
2015,ITA-depenses,50.2
2016,ITA-depenses,49
2017,ITA-depenses,48.8
2018,ITA-depenses,48.3
2019,ITA-depenses,48.4
2020,ITA-depenses,56.8
2021,ITA-depenses,56
2022,ITA-depenses,54.9
2023,ITA-depenses,53.6
2024,ITA-depenses,50.4
2025,ITA-depenses,51.2
2000,ITA-recettes,43.9
2001,ITA-recettes,44
2002,ITA-recettes,43.6
2003,ITA-recettes,43.7
2004,ITA-recettes,43.2
2005,ITA-recettes,43
2006,ITA-recettes,44
2007,ITA-recettes,45.3
2008,ITA-recettes,45.2
2009,ITA-recettes,46
2010,ITA-recettes,45.6
2011,ITA-recettes,45.5
2012,ITA-recettes,47.5
2013,ITA-recettes,48
2014,ITA-recettes,47.9
2015,ITA-recettes,47.8
2016,ITA-recettes,46.6
2017,ITA-recettes,46.3
2018,ITA-recettes,46.1
2019,ITA-recettes,47
2020,ITA-recettes,47.4
2021,ITA-recettes,47.2
2022,ITA-recettes,46.8
2023,ITA-recettes,46.5
2024,ITA-recettes,47
2025,ITA-recettes,48.1
