period,series,value
1995-Q1,hommes,8.8
1995-Q2,hommes,8.6
1995-Q3,hommes,8.5
1995-Q4,hommes,8.7
1996-Q1,hommes,9
1996-Q2,hommes,9.3
1996-Q3,hommes,9.4
1996-Q4,hommes,9.6
1997-Q1,hommes,9.7
1997-Q2,hommes,9.7
1997-Q3,hommes,9.6
1997-Q4,hommes,9.5
1998-Q1,hommes,9.2
1998-Q2,hommes,9.1
1998-Q3,hommes,9
1998-Q4,hommes,9.1
1999-Q1,hommes,9.2
1999-Q2,hommes,9.1
1999-Q3,hommes,8.8
1999-Q4,hommes,8.4
2000-Q1,hommes,8
2000-Q2,hommes,7.6
2000-Q3,hommes,7.2
2000-Q4,hommes,6.9
2001-Q1,hommes,6.6
2001-Q2,hommes,6.5
2001-Q3,hommes,6.7
2001-Q4,hommes,6.9
2002-Q1,hommes,7.1
2002-Q2,hommes,7.2
2002-Q3,hommes,7.2
2002-Q4,hommes,7.3
2003-Q1,hommes,7.6
2003-Q2,hommes,7.7
2003-Q3,hommes,7.8
2003-Q4,hommes,8.2
2004-Q1,hommes,8.1
2004-Q2,hommes,8.1
2004-Q3,hommes,8.2
2004-Q4,hommes,8.4
2005-Q1,hommes,8.1
2005-Q2,hommes,8.2
2005-Q3,hommes,8.2
2005-Q4,hommes,8.3
2006-Q1,hommes,8.4
2006-Q2,hommes,8.4
2006-Q3,hommes,8.1
2006-Q4,hommes,8.2
2007-Q1,hommes,8
2007-Q2,hommes,7.7
2007-Q3,hommes,7.7
2007-Q4,hommes,7.2
2008-Q1,hommes,6.9
2008-Q2,hommes,6.9
2008-Q3,hommes,7.1
2008-Q4,hommes,7.4
2009-Q1,hommes,8.4
2009-Q2,hommes,9
2009-Q3,hommes,9
2009-Q4,hommes,9.7
2010-Q1,hommes,9.3
2010-Q2,hommes,9.1
2010-Q3,hommes,9.1
2010-Q4,hommes,8.8
2011-Q1,hommes,8.6
2011-Q2,hommes,8.8
2011-Q3,hommes,9
2011-Q4,hommes,9.3
2012-Q1,hommes,9.5
2012-Q2,hommes,9.6
2012-Q3,hommes,9.8
2012-Q4,hommes,10.3
2013-Q1,hommes,10.5
2013-Q2,hommes,10.5
2013-Q3,hommes,10.4
2013-Q4,hommes,10.2
2014-Q1,hommes,10.5
2014-Q2,hommes,10.4
2014-Q3,hommes,10.5
2014-Q4,hommes,10.8
2015-Q1,hommes,10.7
2015-Q2,hommes,11
2015-Q3,hommes,10.8
2015-Q4,hommes,10.7
2016-Q1,hommes,10.7
2016-Q2,hommes,10.3
2016-Q3,hommes,9.8
2016-Q4,hommes,10.2
2017-Q1,hommes,9.6
2017-Q2,hommes,9.6
2017-Q3,hommes,9.5
2017-Q4,hommes,9.1
2018-Q1,hommes,9.2
2018-Q2,hommes,9.1
2018-Q3,hommes,9
2018-Q4,hommes,8.7
2019-Q1,hommes,8.8
2019-Q2,hommes,8.5
2019-Q3,hommes,8.4
2019-Q4,hommes,8.3
2020-Q1,hommes,7.8
2020-Q2,hommes,7.5
2020-Q3,hommes,9
2020-Q4,hommes,8.2
2021-Q1,hommes,8.5
2021-Q2,hommes,8
2021-Q3,hommes,7.8
2021-Q4,hommes,7.5
2022-Q1,hommes,7.4
2022-Q2,hommes,7.6
2022-Q3,hommes,7.4
2022-Q4,hommes,7.4
2023-Q1,hommes,7.4
2023-Q2,hommes,7.4
2023-Q3,hommes,7.4
2023-Q4,hommes,7.7
2024-Q1,hommes,7.6
2024-Q2,hommes,7.3
2024-Q3,hommes,7.6
2024-Q4,hommes,7.5
2025-Q1,hommes,7.5
2025-Q2,hommes,7.7
2025-Q3,hommes,7.8
2025-Q4,hommes,8.2
2026-Q1,hommes,8.5
2026-Q2,hommes,8.5
