period,series,value
1996,USA,5601.09
1997,USA,5673.14
1998,USA,5736.36
1999,USA,5800.28
2000,USA,6023.16
2001,USA,5903.56
2002,USA,5947.82
2003,USA,6006.44
2004,USA,6111.55
2005,USA,6126.9
2006,USA,6045.33
2007,USA,6121.54
2008,USA,5919.22
2009,USA,5486.1
2010,USA,5669.25
2011,USA,5538.97
2012,USA,5331.47
2013,USA,5473.44
2014,USA,5531.39
2015,USA,5368.5
2016,USA,5245.36
2017,USA,5195.42
2018,USA,5361.24
2019,USA,5235.91
2020,USA,4689.95
2021,USA,5020.11
2022,USA,5055.4
2023,USA,4918.41
2024,USA,4904.12
1990,WLD,22732.15
1991,WLD,23205.59
1992,WLD,22520.42
1993,WLD,22749.87
1994,WLD,22974.6
1995,WLD,23516.64
1996,WLD,24233.48
1997,WLD,24380.32
1998,WLD,24295.71
1999,WLD,24837.77
2000,WLD,25511.48
2001,WLD,25692.99
2002,WLD,26265.33
2003,WLD,27652.69
2004,WLD,28610.02
2005,WLD,29598.95
2006,WLD,30594.15
2007,WLD,31499.26
2008,WLD,32049.66
2009,WLD,31513.01
2010,WLD,33317.67
2011,WLD,34479.99
2012,WLD,34954.74
2013,WLD,35275.82
2014,WLD,35465.7
2015,WLD,35403.53
2016,WLD,35392.83
2017,WLD,35974.61
2018,WLD,36734
2019,WLD,37086.57
2020,WLD,35158.23
2021,WLD,36866.86
2022,WLD,37527.77
2023,WLD,38094.04
2024,WLD,38598.58
