period,series,value
2012,apres,14.2
2013,apres,13.8
2014,apres,14
2015,apres,14.2
2016,apres,14
2017,apres,14.1
2018,apres,14.8
2019,apres,14.6
2021,apres,14.47
2022,apres,14.44
2023,apres,15.37
2012,avant,22.3
2013,avant,21.8
2014,avant,21.8
2015,avant,22.3
2016,avant,22.2
2017,avant,22.1
2018,avant,22.3
2019,avant,22.2
2021,avant,21.4
2022,avant,21.29
2023,avant,21.71
